,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1012790,143,Spoetzl Brewery,1140485396,3.0,3.5,4.0,deejaydan,Märzen / Oktoberfest,2.5,3.0,Shiner Oktoberfest,5.8,60642
91198,140,Sierra Nevada Brewing Co.,1051789660,4.5,3.5,4.5,marburg,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
496179,132,Rogue Ales,1269818989,3.5,2.5,3.0,Angrygerman,Märzen / Oktoberfest,3.0,3.0,Maierfest Lager,5.6,51869
433200,410,Pittsburgh Brewing Co.,1158239004,4.5,3.0,3.0,pumarocks,American Adjunct Lager,4.0,4.0,Wiedemann,,11336
555182,467,Summit Brewing Company,1125807665,3.5,3.5,4.0,Gritsak,Märzen / Oktoberfest,4.0,3.5,Summit Oktoberfest Marzen,7.4,1785
1378744,180,Brouwerij Huyghe,1265840692,4.0,4.0,4.5,eduardolinhalis,Belgian Strong Dark Ale,4.0,4.0,Delirium Nocturnum,8.5,1421
743349,7730,Nøgne Ø - Det Kompromissløse Bryggeri A/S,1280175592,3.5,3.5,4.5,ChainGangGuy,English Porter,4.0,3.5,Porter,7.0,14314
1419220,738,Brasserie Fantôme,1188435730,3.5,4.0,4.0,perfectkaos,Saison / Farmhouse Ale,4.0,4.0,Fantôme Saison D'Erezée - Printemps,8.0,6424
448247,590,New Glarus Brewing Company,1135822402,4.5,4.0,3.5,dirtylou,German Pilsener,4.0,4.0,Edel-Pils,5.3,3325
465830,392,Weyerbacher Brewing Co.,1324510567,3.5,4.0,4.0,J23hc,Pumpkin Ale,3.5,3.5,Imperial Pumpkin Ale,8.0,25880
1194317,10099,Dogfish Head Brewery,1322445994,4.5,4.5,4.0,Ungertaker,American Brown Ale,4.0,4.5,Palo Santo Marron,12.0,33832
852386,417,August Schell Brewing Company,1319639233,4.0,4.5,4.0,bwiechmann,English Strong Ale,4.5,4.0,Burton Ale,8.0,74131
203094,192,New Belgium Brewing,1255652368,4.5,2.5,4.0,nerow,Belgian Dark Ale,4.0,4.0,1554 Enlightened Black Ale,5.6,1914
1080413,119,Otter Creek Brewing / Wolaver's,1235095640,1.0,2.0,2.5,dangordon0128,Dubbel,1.5,1.0,Otter's Dubbel (Otter Creek World Tour),,45837
399527,489,Brouwerij 't IJ,1120747626,4.5,4.0,4.0,BuckeyeNation,Tripel,4.0,4.0,Zatte,8.0,1406
1288037,196,Brouwerij De Smedt / Brouwerij Affligem,1066366938,4.0,4.0,4.0,RenoZymurgist,Tripel,5.0,4.5,Affligem Tripel,9.5,1614
859959,13307,Mikkeller ApS,1324348846,2.0,2.0,3.0,jale,American Barleywine,2.5,2.0,Big Worst,18.5,56831
423547,697,Kiuchi Brewery,1242268763,4.0,4.0,4.5,RblWthACoz,American Double / Imperial Stout,4.0,4.0,Hitachino Nest Espresso Stout,7.5,37836
555185,467,Summit Brewing Company,1102543446,4.5,3.5,3.5,fdrich29,Märzen / Oktoberfest,4.5,4.5,Summit Oktoberfest Marzen,7.4,1785
424008,697,Kiuchi Brewery,1298897216,3.5,4.5,5.0,LordChesterfield,Belgian Strong Dark Ale,4.0,3.0,Hitachino Nest Extra High (XH),8.0,7728
7017,3282,Brasserie La Binchoise (Malterie des Remparts),1258251228,4.0,2.5,3.5,pellegrini,Belgian Pale Ale,3.5,4.0,La Binchoise Blonde Tradition,6.5,7693
184380,396,AleSmith Brewing Company,1227302042,4.0,3.5,4.0,pwent,Belgian Strong Pale Ale,4.0,3.5,AleSmith Horny Devil,11.0,2361
883763,147,Stone Brewing Co.,1280495741,4.5,4.5,4.0,Kadonny,American Double / Imperial IPA,4.0,4.5,Stone 14th Anniversary Emperial IPA,8.9,59369
1335041,26,Three Floyds Brewing Co. & Brewpub,1259983156,4.5,4.5,4.5,cpetrone84,American Double / Imperial IPA,4.5,4.5,Dreadnaught IPA,9.5,1558
1261315,112,North Coast Brewing Co.,1314246882,3.5,2.5,3.0,Witbierlover,German Pilsener,3.0,3.5,Scrimshaw Pilsner,4.4,409
811054,99,Matt Brewing Company,1225488502,4.5,4.0,4.0,cvstrickland,Czech Pilsener,4.0,4.0,Saranac Bohemian Pilsener,4.8,45378
956937,193,Anderson Valley Brewing Company,1126745424,3.0,3.5,3.0,NiceGuyMike,Dubbel,4.0,3.0,Brother David's Belgian-style Double Ale,9.0,4168
1409096,664,Wells & Young's Ltd,1160935144,4.0,3.5,4.5,nouseforotacon,Milk / Sweet Stout,3.5,3.5,Young's Double Chocolate Stout,5.2,73
28672,1199,Founders Brewing Company,1115221415,4.0,3.5,3.5,clvand0,American Pale Ale (APA),3.0,3.5,Founders Pale Ale,5.4,4073
1498800,4950,Devil's Canyon Brewing Company,1191164549,4.0,3.5,3.5,BrewMaster,Scotch Ale / Wee Heavy,4.0,3.5,Full Boar Scotch Ale,7.4,38878
607710,4949,Damm S. A.,1293500598,3.5,3.0,3.0,Sachsenfreude,Euro Pale Lager,3.0,3.5,Damm Barcelona,5.4,26364
1265436,112,North Coast Brewing Co.,1321325040,4.5,4.5,5.0,FaustieMo,Russian Imperial Stout,5.0,5.0,Old Rasputin Russian Imperial Stout,9.0,412
1070105,4884,Privatbrauerei Schwelm,1125894597,4.5,2.5,3.0,rocketmotor,Vienna Lager,4.0,4.0,Schwelmer Bernstein,4.8,10415
208329,192,New Belgium Brewing,1223942369,4.0,3.0,2.5,n00tz,Witbier,4.0,3.5,Mothership Wit (Organic Wheat Beer),4.8,30538
902581,2541,Brouwerij Girardin,1266470528,4.0,4.5,4.0,LordAdmNelson,Gueuze,4.0,4.5,Girardin Gueuze 1882 (Black Label),5.0,6317
551707,889,Brouwerij Palm NV,1309751823,2.5,3.0,4.0,nickfl,Belgian Pale Ale,3.5,3.0,Palm / Palm Speciale,5.4,2823
80565,140,Sierra Nevada Brewing Co.,1142502300,4.0,3.5,4.0,BignJames,American Porter,4.0,4.5,Sierra Nevada Porter,5.6,279
1025820,15314,Skyscraper Brewing Company,1252343624,3.5,3.0,4.0,nomomentwasted,American Pale Wheat Ale,3.5,3.0,Bulldozer Honeyweizen,5.0,37652
896421,147,Stone Brewing Co.,1249780637,4.0,3.5,4.0,u2carew,American Barleywine,4.0,4.0,Stone Old Guardian Barley Wine Style Ale Aged In Red Wine Barrels,11.2,48762
1225142,14936,FiftyFifty Brewing Co.,1264405487,4.0,5.0,4.0,nickd717,American Double / Imperial Stout,4.5,4.5,Imperial Eclipse Stout - Elijah Craig (12 Year),9.5,55063
1077383,119,Otter Creek Brewing / Wolaver's,1157340357,4.5,3.5,4.0,timtheenchanta,Czech Pilsener,4.0,3.5,Otter Creek Vermont Lager,5.0,10376
973096,74,Gritty McDuff's Brewing Company,1133071667,3.0,3.0,4.0,BeerPanther,Irish Dry Stout,4.0,3.5,Gritty McDuff's Black Fly Stout,4.1,1149
1155996,1904,Main Street Beer Company / Williamsville Brewery,1078023505,3.5,3.0,4.0,heinekenike,Black & Tan,3.0,3.0,Dergy's Black & Tan,,6970
380678,870,Moylan's Brewery,1258920421,3.0,4.0,4.0,cavedave,American Double / Imperial IPA,4.0,4.5,Hopsickle Imperial India Pale Ale,9.2,25259
740432,266,Mad River Brewing Company,1274806522,4.0,4.0,4.5,Beerandraiderfan,American Double / Imperial IPA,3.5,4.0,Steelhead Double India Pale Ale,8.6,29078
222527,158,Great Divide Brewing Company,1239385079,3.5,4.0,4.0,oldhippie247,American Double / Imperial Stout,4.0,3.5,Espresso Oak Aged Yeti Imperial Stout,9.5,42723
841184,5316,Full Sail Brewery & Tasting Room & Pub,1224910795,4.5,3.0,4.0,TRIFECTA,Doppelbock,4.0,4.5,"Full Sail ""21"" - Anniversary Doppelbock",8.0,44750
818656,99,Matt Brewing Company,1270506812,3.0,3.5,4.0,NightINgale,Irish Dry Stout,3.0,3.0,Saranac Irish Stout,5.5,55183
786664,612,Flossmoor Station Restaurant & Brewery,1313973957,4.0,4.0,4.0,Holland,American Brown Ale,4.5,4.0,Pullman Brown Ale,6.0,42190
776788,42,Brewery Ommegang,1266882202,4.0,4.5,4.5,StJamesGate,Quadrupel (Quad),3.5,4.0,Three Philosophers Belgian Style Blend (Quadrupel),9.8,3457
1488469,23980,Yuengling Brewery ,1238965710,4.0,2.5,3.0,grayburn,American Amber / Red Lager,3.0,2.5,Yuengling Traditional Lager,4.4,1351
1477743,1946,Clay Pipe Brewing Company,1260135327,4.0,3.5,3.5,jlindros,American Pale Ale (APA),3.5,4.0,Backfin Pale Ale,5.5,10629
1134958,863,Russian River Brewing Company,1109064965,4.5,4.5,4.5,Dmann,American Double / Imperial IPA,4.5,5.0,Pliny The Elder,8.0,7971
1398782,22951,Clown Shoes,1318209767,3.5,4.0,4.0,HardTarget,American Brown Ale,3.0,4.0,Brown Angel,7.0,56560
338814,207,Brasserie de Rochefort,1310666167,4.5,4.5,4.0,lr99gt,Dubbel,4.5,4.5,Trappistes Rochefort 8,9.2,1696
1245961,209,Guinness Ltd.,1297426878,4.5,3.5,4.0,DarkOzzieAle,Euro Dark Lager,3.5,4.0,Guinness Black Lager,4.5,57285
1564590,436,Brouwerij Alken-Maes,1216508275,4.0,4.0,4.0,SLeffler27,Dubbel,4.0,4.0,Grimbergen Dubbel,6.5,1496
967830,18371,Pretty Things Beer & Ale Project,1261316014,4.5,4.0,4.0,albern,American Stout,4.5,4.5,Babayaga,7.0,54019
260466,91,United Breweries - UB Group,1170366026,1.5,2.0,3.0,BlackHaddock,American Pale Lager,1.5,1.5,Kingfisher Premium Lager,4.8,266
619114,10097,Harpoon Brewery,1100741199,3.0,3.0,3.0,ybnorml,Belgian Pale Ale,3.0,3.5,Harpoon Abbey Style Ale (100 Barrel Series #03),6.5,13455
64988,711,Alley Kat Brewing Company,1258008949,4.0,3.5,3.0,wordemupg,Fruit / Vegetable Beer,3.5,3.5,Aprikat,4.5,2064
1380358,180,Brouwerij Huyghe,1272393103,3.0,2.5,3.0,PhillyStyle,Belgian Pale Ale,3.0,3.0,St. Idesbald Blond,6.0,10234
1312706,29,Anheuser-Busch,1308367842,3.0,3.0,4.0,RickS95,American Pale Wheat Ale,2.5,3.0,Shock Top Raspberry Wheat,5.2,67238
587378,15642,Flat Earth Brewing Company,1220392323,4.0,4.0,4.0,mjryan,Belgian Pale Ale,4.0,4.0,Convention Ale,5.4,44257
79529,140,Sierra Nevada Brewing Co.,1076989872,4.0,4.0,3.5,Zorro,American Porter,4.0,4.0,Sierra Nevada Porter,5.6,279
1439225,63,Deschutes Brewery,1318906138,4.0,3.5,4.0,jgagne,American Double / Imperial Stout,4.0,4.5,The Abyss,11.0,34420
985530,19832,Crown Valley Brewing & Distilling Co.,1272747091,4.0,3.5,4.0,scruffwhor,American Porter,3.5,3.5,Plowboy Porter,5.5,50402
273022,68,Flying Dog Brewery,1295309469,4.0,3.0,4.0,Symptomu,Winter Warmer,3.5,4.0,K-9 Cruiser Winter Ale,7.4,732
1441003,63,Deschutes Brewery,1233464955,5.0,4.5,4.5,beertunes,American Porter,4.5,5.0,Black Butte Porter,5.2,198
1545329,345,Victory Brewing Company,1248229797,4.0,4.0,4.0,thecarster1,American IPA,4.0,4.0,HopDevil Ale,6.7,1005
288093,35,Boston Beer Company (Samuel Adams),1143122416,2.0,3.0,4.5,warchez,American Double / Imperial Pilsner,2.5,2.5,Samuel Adams Imperial Pilsner 2005 Harvest,8.8,22839
303549,35,Boston Beer Company (Samuel Adams),1094332326,4.0,4.0,4.0,oelergud,Fruit / Vegetable Beer,4.0,4.0,Samuel Adams Cherry Wheat,5.3,108
1573064,217,Brouwerij Riva S.A.,1093976367,4.0,3.5,4.0,bieristgut,Flanders Oud Bruin,4.0,4.0,Vondel,8.5,675
1326099,19314,Boylan Bridge Brewpub,1240271956,4.0,3.5,3.5,GJ40,American Blonde Ale,3.5,3.5,Gateway Golden,,47834
1106702,784,Tyranena Brewing Company,1176661818,5.0,4.5,4.5,tavernjef,American Porter,4.5,4.5,The Devil Made Me Do It! Coffee Imperial Oatmeal Porter,7.5,35201
822054,3599,Baird Brewing Company / Fishmarket Taproom,1243555985,4.0,4.0,4.0,jasonjlewis,American Amber / Red Ale,3.5,4.0,Red Rose Amber Ale,5.4,16904
1365335,180,Brouwerij Huyghe,1124916649,3.0,4.5,4.0,tamedturtle,Dubbel,4.0,4.0,Duinen Dubbel,8.0,583
699866,130,Boulder Beer / Wilderness Pub,1134550049,3.5,4.5,4.5,Fugazme,Winter Warmer,3.0,3.5,Never Summer Ale,5.94,9590
330700,164,Harvey & Son Ltd.,1144468299,4.5,4.5,5.0,geexploitation,Russian Imperial Stout,5.0,5.0,Le Coq Imperial Extra Double Stout,10.0,438
448907,590,New Glarus Brewing Company,1198365468,4.5,4.0,4.0,demcorhip,Fruit / Vegetable Beer,4.0,4.0,Unplugged Cherry Stout,6.5,28494
631444,262,Shmaltz Brewing Company,1302037851,4.0,4.0,4.0,OWSLEY069,American Double / Imperial IPA,4.0,4.5,He'Brew Bittersweet Lenny's R.I.P.A. On Rye,10.0,40157
239256,48,Brouwerij Van Steenberge N.V.,1145097337,4.5,4.0,3.5,UnionMade,Flanders Oud Bruin,4.5,4.0,Monk's Café Flemish Sour Ale,5.5,10482
1574919,364,Maritime Pacific Brewing Company,1158209614,4.0,3.5,3.5,henrysunset,American Amber / Red Ale,4.0,3.5,Nightwatch Dark Amber Ale,5.5,955
656886,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1061921567,4.0,3.5,3.0,ngandhi,German Pilsener,4.0,3.5,Bohemia,5.3,1283
560503,423,Boulevard Brewing Co.,1296529631,2.5,1.0,3.0,jerryjeff,American Pale Wheat Ale,2.5,1.5,Unfiltered Wheat,4.6,1260
542227,2372,Terrapin Beer Company,1282791157,5.0,4.0,4.5,cooch69,Milk / Sweet Stout,4.5,5.0,Terrapin Midnight Project Depth Charge Espresso Milk Stout,7.0,52535
456608,7773,Legacy Brewing Co.,1134671232,4.5,4.5,4.0,jakester,American Amber / Red Ale,4.5,4.5,Hedonism Ale,7.1,22502
851015,417,August Schell Brewing Company,1196406267,4.0,3.0,3.5,bminus,Dubbel,3.0,4.0,Snowstorm 2007,,39213
122248,273,SweetWater Brewing Company,1269815835,4.5,4.0,4.5,ugaterrapin,American IPA,4.0,4.0,Sweetwater IPA,6.3,1493
1071153,2137,Breckenridge Brewery,1190119269,4.0,4.5,4.0,weeare138,Scottish Ale,4.0,4.0,471 ESB,7.8,36042
636406,30,Avery Brewing Company,1225941928,4.0,4.0,3.5,surfnebr,Old Ale,4.0,3.5,Old Jubilation,8.3,3295
1079795,119,Otter Creek Brewing / Wolaver's,1261786700,4.0,4.5,3.5,Reagan1984,American Porter,3.5,4.0,Wolaver's Alta Gracia Coffee Porter,5.0,53767
617083,10097,Harpoon Brewery,1286989538,4.0,3.5,3.0,billybob,Witbier,4.0,4.0,UFO White,4.8,48933
1436523,2972,Mountain Sun Pub & Brewery,1247384657,4.0,3.0,4.5,Mebuzzard,American Pale Ale (APA),4.0,4.5,Colorado Kind Ale,,8942
1090119,337,Saint Arnold Brewing Company,1199745340,3.5,3.0,3.0,JDV,German Pilsener,3.0,3.0,Saint Arnold Summer Pils,4.9,1071
1191693,10099,Dogfish Head Brewery,1320769380,3.5,3.0,4.0,jamescain,American Double / Imperial IPA,3.0,3.5,120 Minute IPA,18.0,9086
687047,22893,Epic Brewing Co.,1302927505,3.5,3.0,2.5,colts9016,Belgian Strong Dark Ale,3.0,3.5,Brainless On Cherries Belgian Style Ale,10.0,64180
66674,339,Flying Fish Brewing Company,1287884096,3.0,2.0,5.0,mdfb79,Tripel,4.0,2.5,Exit 4,9.7,48387
1148809,71,Fuller Smith & Turner PLC,1232234231,4.0,4.0,4.0,farrago,Extra Special / Strong Bitter (ESB),4.5,4.0,Fuller's ESB,5.9,219
1121863,141,Smuttynose Brewing Company,1057948683,4.0,4.5,3.5,WesWes,American Brown Ale,4.0,4.0,Smuttynose Old Brown Dog Ale,6.5,184
106296,194,McAuslan Brewing,1170975644,4.5,4.0,4.5,jbsteiny,Cream Ale,4.5,4.0,McAuslan Cream Ale,5.0,14794
121426,273,SweetWater Brewing Company,1322106439,4.5,4.0,4.5,Bung,American Black Ale,4.5,4.0,Sweetwater Dank Tank Ghoulash,8.5,73949
1354547,220,Lagunitas Brewing Company,1304449173,3.5,4.0,3.5,t0rin0,American Double / Imperial IPA,3.5,4.0,Fusion VI,7.0,68637
869104,147,Stone Brewing Co.,1121200223,4.0,4.0,4.5,RenoZymurgist,American Strong Ale,4.0,4.0,Arrogant Bastard Ale,7.2,92
1561483,413,Grand Teton Brewing Co.,1171688958,4.0,4.0,3.5,bjohnson,American Pale Ale (APA),3.5,3.5,Sweetgrass APA,6.5,5716
123793,273,SweetWater Brewing Company,1320198652,4.0,3.0,4.5,wcudwight,Extra Special / Strong Bitter (ESB),4.0,4.0,Sweetwater Motor Boat,5.6,44595
1501479,259,Brouwerij St. Bernardus NV,1260544641,4.5,4.0,4.5,Mavajo,Dubbel,4.5,5.0,St. Bernardus Prior 8,8.0,1855
453330,590,New Glarus Brewing Company,1218732897,4.0,4.0,4.5,paulthebeerguru,Weizenbock,4.0,4.5,Unplugged Imperial Weizen,9.6,40956
1376580,1432,Jackie O's Pub & Brewery,1319007730,5.0,5.0,4.0,Spider889,Tripel,4.0,4.5,Kentucky Monk,8.0,51723
909456,764,Blue Point Brewing Company,1133835295,3.0,3.0,4.0,Naes,American Amber / Red Ale,3.0,3.5,Blue Point Winter Ale,7.0,2819
141413,17981,Cigar City Brewing,1284901795,5.0,5.0,4.0,67couple,American Amber / Red Ale,4.5,5.0,Tocobaga Red Ale,7.4,61877
1176872,10099,Dogfish Head Brewery,1166060617,4.0,4.5,4.0,hckyfn9999,American Brown Ale,4.5,4.5,Indian Brown Ale,7.2,1161
1054839,718,Brouwerij Bavik,1298951216,4.0,3.5,4.0,biggred1,Belgian Dark Ale,3.5,4.0,Petrus Winterbier,6.5,2481
916184,9558,Brown's Brewing Company,1319677066,2.5,2.0,3.0,DrinkSlurm,Oatmeal Stout,3.0,3.0,Brown's Oatmeal Stout,5.25,23462
623813,10097,Harpoon Brewery,1205727496,3.5,3.5,3.5,harpo111,Irish Red Ale,3.0,3.0,Harpoon Celtic Ale,5.4,47298
1586343,14359,The Defiant Brewing Company,1238979855,3.0,3.0,4.0,ffejherb,American Amber / Red Ale,3.5,3.0,Golden Nugget,5.2,43477
1220503,4,Allagash Brewing Company,1207426842,4.0,4.0,4.5,lightindarkness,Belgian Strong Dark Ale,3.5,4.0,Allagash Odyssey,10.3,21363
3403,14879,Hoppin' Frog Brewery,1321671584,4.5,5.0,4.5,mdvatab,English Barleywine,4.0,4.5,Barrel Aged Naked Evil,11.3,72827
442743,16333,Tallgrass Brewing Company,1324006134,4.0,3.5,3.5,russpowell,Tripel,4.0,4.0,Velvet Rooster,8.5,74900
580695,2210,Firestone Walker Brewing Co.,1318109696,2.5,2.5,2.0,kojevergas,American IPA,1.0,2.5,Union Jack India Pale Ale,7.5,38180
1026627,103,"Middle Ages Brewing Co., Ltd.",1207532043,4.0,4.0,4.0,plaztikjezuz,Russian Imperial Stout,4.0,4.0,Dragonslayer,9.5,2004
1258735,112,North Coast Brewing Co.,1257122424,4.0,4.0,5.0,sisuspeed,Russian Imperial Stout,4.0,4.5,Old Rasputin XII,11.2,50752
1014629,1416,Uinta Brewing Company,1307033640,4.5,4.0,4.0,Douglas88,American Black Ale,4.0,4.5,Dubhe Imperial Black IPA,9.2,67046
1080003,119,Otter Creek Brewing / Wolaver's,1229726830,3.0,4.0,4.0,jasonjlewis,Altbier,3.5,3.0,Otter Creek Copper Ale,5.4,434
1020922,402,Old Dominion Brewing Company,1153865846,5.0,4.0,4.5,warchez,English Pale Ale,4.0,4.5,Dominion Ale,4.7,1388
1219604,4,Allagash Brewing Company,1285378835,3.5,3.5,4.5,billab914,Belgian Strong Pale Ale,4.0,3.5,Allagash Victor Ale,9.0,37206
505140,132,Rogue Ales,1115177269,3.5,4.5,4.5,silver0rlead,Oatmeal Stout,4.0,4.5,Shakespeare Oatmeal Stout,6.1,56973
898745,147,Stone Brewing Co.,1043267592,3.0,3.5,4.0,neo06051,American Porter,4.0,4.0,Stone Smoked Porter,5.9,90
195655,2243,The Porterhouse Brewing Company,1300288185,3.5,4.0,3.5,JohnfromDublin,Irish Red Ale,3.5,3.5,Porterhouse Red,4.4,5684
1331993,26,Three Floyds Brewing Co. & Brewpub,1257355786,5.0,5.0,4.0,aphor,American Pale Wheat Ale,4.0,5.0,Gumballhead,4.5,9478
762170,8,Widmer Brothers Brewing Company,1319166475,3.0,4.0,3.5,kjyost,American IPA,2.5,3.5,X-114 IPA,6.2,46205
758448,322,Brouwerij Smisje,1305259684,2.5,2.5,2.5,ThreeWiseMen,Russian Imperial Stout,1.5,3.0,Catherine The Great,10.0,42001
1128657,105,Miller Brewing Co.,1084779555,4.0,2.5,3.5,cptnjck101,Light Lager,3.5,3.0,Miller Lite,4.17,332
1202382,700,Elysian Brewing Company,1233547965,4.5,4.0,4.5,RedDiamond,Oatmeal Stout,4.5,4.5,Dragon's Tooth Oatmeal Stout,7.45,2023
732555,1170,Upland Brewing Company,1273952853,4.0,3.5,4.5,brentk56,American Pale Ale (APA),4.0,3.5,Helios Pale Ale,4.9,49522
1413286,623,Zywiec Breweries PLC (Heineken),1231043209,3.5,3.5,4.5,usmcphillips,Euro Pale Lager,2.5,3.0,Zywiec Beer,5.7,1666
142568,17981,Cigar City Brewing,1317837165,3.5,3.5,3.5,TheGordianKnot,American IPA,4.5,4.0,Jai Alai IPA,7.5,46363
112062,491,Coopers Brewery Limited,1265944199,2.5,2.5,1.0,ralree,English Pale Ale,3.0,3.0,Coopers Original Pale Ale,4.5,2129
82026,140,Sierra Nevada Brewing Co.,1290133885,5.0,5.0,5.0,halo21,American Double / Imperial Stout,5.0,5.0,30th Anniversary - Fritz And Ken's Ale,9.2,56761
1274092,1874,Pizzeria Uno Chicago Grill & Brewery,1295921223,4.0,4.0,4.0,9InchNails,American Porter,4.0,4.5,Gust 'n Gale Porter,,6881
371659,22,Unibroue,1208651385,4.5,5.0,4.5,beerman21,Tripel,5.0,5.0,La Fin Du Monde,9.0,34
1427053,170,Stone Coast Brewing Co.,1192052897,3.5,4.0,3.5,ianrca19,American IPA,3.0,4.0,420 India Pale Ale,6.9,1746
1414486,139,Shipyard Brewing Co.,1199929033,4.0,5.0,4.0,Risser09,Winter Warmer,3.5,3.5,Prelude Special Ale,6.8,288
880851,147,Stone Brewing Co.,1100537498,4.0,4.5,4.5,clvand0,Russian Imperial Stout,5.0,5.0,Stone Imperial Russian Stout,10.5,1160
783559,13014,Surly Brewing Company,1251140508,5.0,4.0,4.0,Buebie,Keller Bier / Zwickel Bier,4.5,4.0,Hell,5.1,44531
1550110,345,Victory Brewing Company,1248123398,2.5,3.0,3.5,Amalak,Munich Helles Lager,3.0,3.0,Victory Lager,4.8,1002
306483,35,Boston Beer Company (Samuel Adams),1205629819,2.5,2.0,4.5,burtonbe,Fruit / Vegetable Beer,4.0,2.0,LongShot Grape Pale Ale,5.35,40919
670569,651,Ithaca Beer Company,1278458075,4.0,3.5,4.0,PittBeerGirl,American Wild Ale,3.5,3.5,LeBleu,5.4,55139
1573310,217,Brouwerij Riva S.A.,1149982498,4.0,3.5,4.0,BeerRun13,Belgian Strong Pale Ale,3.0,3.0,Lucifer,8.5,729
1176518,10099,Dogfish Head Brewery,1279504718,4.0,4.0,3.5,dasenebler,Witbier,4.0,4.0,Namaste,5.0,53453
603116,696,Thomas Hooker Brewing Company,1239667235,4.5,4.5,4.0,GbVDave,Doppelbock,4.5,4.5,Thomas Hooker Liberator Doppelbock,8.0,15589
864927,4154,Klosterbrauerei Reutberg,1154750078,3.0,4.0,3.5,RoyalT,Dortmunder / Export Lager,3.0,3.0,Reutberger Export Hell,5.1,12302
356874,1177,Minneapolis Town Hall Brewery,1230601464,4.0,4.5,4.0,BretSikkink,American IPA,4.0,4.5,Masala Mama India Pale Ale,5.9,6368
660070,3120,Alpine Beer Company,1284936442,4.0,4.5,2.5,Arbitrator,American IPA,4.0,5.0,Nelson,7.1,32286
1459886,2681,Oskar Blues Grill & Brew,1238558629,3.0,4.0,3.5,ibbjamin,Scotch Ale / Wee Heavy,3.5,3.5,Old Chub - Scottish Style Ale,8.0,14712
1485740,118,Orkney Brewery,1224034642,4.5,4.0,4.0,RblWthACoz,Scotch Ale / Wee Heavy,4.0,4.5,SkullSplitter,8.5,402
774567,42,Brewery Ommegang,1217274233,4.0,4.0,4.5,dstc,Saison / Farmhouse Ale,4.5,4.5,Hennepin (Farmhouse Saison),7.7,141
92919,140,Sierra Nevada Brewing Co.,1314507877,4.5,4.5,4.5,MattyG85,American IPA,4.0,4.5,Sierra Nevada Torpedo Extra IPA,7.2,30420
1191459,10099,Dogfish Head Brewery,1248826925,4.5,4.5,4.0,nlmartin,Sahti,5.0,4.5,Sah'tea,9.0,45086
38006,3268,O'Fallon Brewery,1179635852,2.5,3.5,3.5,Talisker,American IPA,2.5,3.0,5 Day IPA,6.1,28350
759063,3620,Tuppers' Hop Pocket Brewing Company,1211865477,4.0,4.0,4.0,PatrickJR,American Pale Ale (APA),4.0,4.0,Tuppers' Hop Pocket Ale,6.0,2898
106840,194,McAuslan Brewing,1296516166,3.5,4.0,4.5,Slatetank,Oatmeal Stout,3.5,4.0,St-Ambroise Oatmeal Stout,5.0,2704
1433172,19544,Fat Heads Brewery & Saloon,1324946100,4.0,4.5,4.0,ckollias,American Brown Ale,4.5,4.0,Texas Brown Ale,7.3,76715
1261231,112,North Coast Brewing Co.,1144880849,3.0,2.5,3.5,timtheenchanta,German Pilsener,3.5,3.5,Scrimshaw Pilsner,4.4,409
1541274,345,Victory Brewing Company,1113488354,3.5,3.0,3.5,TongoRad,Tripel,4.0,4.0,Golden Monkey,9.5,1003
356704,1177,Minneapolis Town Hall Brewery,1269154319,4.0,4.5,5.0,hayesez,American IPA,4.5,4.5,Masala Mama India Pale Ale,5.9,6368
10826,365,Pike Pub & Brewery,1311195097,3.5,3.5,3.5,Beerandraiderfan,Scotch Ale / Wee Heavy,3.5,3.0,Pike Kilt Lifter Scotch Style Ale,6.5,962
1377640,1432,Jackie O's Pub & Brewery,1266762191,4.0,5.0,4.0,tpd975,American Porter,3.5,4.5,Black Betty,9.0,46600
672608,651,Ithaca Beer Company,1167524369,4.0,3.0,4.0,riversider76,American Porter,4.0,3.5,Gorges Smoked Porter,7.5,21816
1546371,345,Victory Brewing Company,1281139333,4.0,3.5,4.0,mdfb79,Saison / Farmhouse Ale,4.0,3.5,Helios  (V Saison),7.5,47776
407163,694,Tröegs Brewing Company,1236824000,5.0,4.5,4.0,mempath,American Amber / Red Ale,4.5,4.5,Tröegs Hopback Amber Ale,6.0,6322
1380883,180,Brouwerij Huyghe,1126530308,4.0,4.0,3.5,jakester,Belgian Strong Pale Ale,4.0,4.0,Delirium Tremens,8.5,1385
737560,2909,"White Winter Winery, Inc.",1109715591,4.0,3.0,3.5,GIVEMEBACKMYSON,Braggot,3.5,4.5,Premium Oak Brackett,10.0,17575
1085127,9602,Cape Cod Beer,1296733635,3.5,4.0,4.0,dippy,American IPA,3.5,4.0,Amarillo Dry Hopped IPA,,65881
396613,1310,"Felinfoel Brewery Company, Ltd.",1080001120,4.0,4.5,4.0,oberon,Extra Special / Strong Bitter (ESB),4.0,4.0,Thames Welsh ESB,6.5,3535
1250056,6143,Private Landbrauerei Scheuerer,1263510652,3.5,3.0,3.0,jdhilt,Hefeweizen,3.5,3.5,Moosbacher Weissbier,5.0,30171
